id,pcf_pointer,team_id,team_name,short_name,full_name,shirt_number,shirt_number_reliable,position_original,position_normalized,role_primary,overall,overall_derived,attr_velocidad,attr_resistencia,attr_agresividad,attr_calidad,attr_remate,attr_regate,attr_pase,attr_tiro,attr_entradas,attr_portero,birth_date,age,nationality,birth_country,birth_place,height,weight,preferred_foot,market_value,salary,slot,skin,hair,source_file,source_offset,data_confidence
atlanta-1636-26594,26594,atlanta-1636,Atlanta,Forte,José FORTE,1,False,Medio,MF,Interior izquierdo,54,54,53,55,53,57,59,62,62,61,65,19,1968-09-09,29,Argentina,Argentina,Mar del Plata (BA),,,,,,24,blanco,moreno,EQ003003.PKF,1707949,original
atlanta-1636-26595,26595,atlanta-1636,Atlanta,L. Fantini,Lucas FANTINI,1,False,Medio,MF,Interior izquierdo,53,53,53,53,50,57,57,59,66,60,59,19,1977-03-01,21,Argentina,Argentina,Capital Federal,,,,,,14,blanco,moreno,EQ003003.PKF,1708080,original
atlanta-1636-26596,26596,atlanta-1636,Atlanta,De Bernardis,Carlos DE BERNARDIS,1,False,Medio,MF,Centrocampista derecha,54,54,53,53,53,59,53,66,67,65,53,19,1977-05-26,21,Argentina,Argentina,Capital Federal,,,,,,25,blanco,moreno,EQ003003.PKF,1708208,original
atlanta-1636-25128,25128,atlanta-1636,Atlanta,Virardi,Héctor Adrián VIRARDI,0,False,Medio,MF,Medio centro defensivo,64,64,68,67,56,67,52,62,67,57,62,19,1974-05-07,24,Argentina,Argentina,Avellaneda (BA),188,81,,,,6,blanco,moreno,EQ003003.PKF,1708344,original
atlanta-1636-25131,25131,atlanta-1636,Atlanta,Insaurralde,Alejandro Oscar INSAURRALDE,0,False,Medio,MF,Media punta por el centro,65,65,66,64,63,68,63,64,69,59,54,19,1972-01-24,26,Argentina,Argentina,Capital Federal,179,76,,,,10,blanco,moreno,EQ003003.PKF,1708532,original
atlanta-1636-26597,26597,atlanta-1636,Atlanta,Oyarbide,Diego OYARBIDE,1,False,Delantero,FW,Extremo izquierdo,64,64,68,64,62,65,66,66,65,65,59,19,1972-01-10,26,Argentina,Argentina,Rosario (SF),,,,,,11,blanco,moreno,EQ003003.PKF,1708730,original
atlanta-1636-26598,26598,atlanta-1636,Atlanta,Oliva,Diego Rodolfo OLIVA,1,False,Delantero,FW,Extremo derecho,55,55,57,56,53,57,66,66,59,59,56,19,1978-11-01,19,Argentina,Argentina,Capital Federal,,,,,,21,blanco,moreno,EQ003003.PKF,1708852,original
atlanta-1636-26599,26599,atlanta-1636,Atlanta,Laviano,Nicolás Jesús LAVIANO,1,False,Delantero,FW,Delantero centro,54,54,54,53,54,56,61,63,64,59,64,19,1979-02-22,19,Argentina,Argentina,Rosario (SF),,,,,,16,blanco,moreno,EQ003003.PKF,1708981,original
atlanta-1636-26600,26600,atlanta-1636,Atlanta,Gerk,Mauró Néstor GERK,1,False,Delantero,FW,Delantero centro,67,67,68,67,67,66,67,68,68,70,57,19,1977-05-09,21,Argentina,Argentina,Cor. Dorrego (BA),,,,,,9,blanco,castano,EQ003003.PKF,1709114,original
atlanta-1636-25138,25138,atlanta-1636,Atlanta,Ceballos,Iván Daniel CEBALLOS,0,False,Delantero,FW,Extremo izquierdo,56,56,57,55,54,58,55,58,66,56,55,19,1976-12-12,21,Argentina,Argentina,Capital Federal,176,65,,,,15,blanco,moreno,EQ003003.PKF,1709240,original
atlanta-1636-25139,25139,atlanta-1636,Atlanta,Paredes,Víctor Marcelino PAREDES,0,False,Medio,MF,Centrocampista derecha,66,66,68,66,65,68,59,63,63,57,65,19,1971-01-25,27,Argentina,Argentina,El Espinillo (Formosa),179,76,,,,8,blanco,moreno,EQ003003.PKF,1709428,original
atlanta-1636-25141,25141,atlanta-1636,Atlanta,Moreno,Héctor Antonio MORENO,0,False,Delantero,FW,Delantero centro,68,68,68,66,69,69,64,61,63,66,56,19,1974-05-04,24,Argentina,Argentina,Buenos Aires,175,71,,,,7,blanco,moreno,EQ003003.PKF,1709626,original
san-miguel-1620-26516,26516,san-miguel-1620,San Miguel,Larroque,Héctor Damián LARROQUE,1,False,Portero,GK,Portero,60,60,65,59,56,62,19,19,19,15,19,66,1971-11-30,26,Argentina,Argentina,Capital Federal,,,,,,12,blanco,castano,EQ003003.PKF,1710372,original
san-miguel-1620-25171,25171,san-miguel-1620,San Miguel,Cirrincione,Daniel Omar CIRRINCIONE,0,False,Portero,GK,Portero,66,66,68,66,67,66,19,18,28,19,28,70,1970-02-02,28,Argentina,Argentina,Morón (BA),178,72,,,,1,blanco,moreno,EQ003003.PKF,1710507,original
san-miguel-1620-26517,26517,san-miguel-1620,San Miguel,De Lara,Leonel Hernán DE LARA,1,False,Defensa,DF,Central derecho,62,62,62,62,59,65,57,62,63,56,65,19,1973-12-03,24,Argentina,Argentina,J.C.Paz (BA),,,,,,15,blanco,moreno,EQ003003.PKF,1710689,original
san-miguel-1620-26518,26518,san-miguel-1620,San Miguel,Acosta,Horacio Antonio ACOSTA,1,False,Defensa,DF,Central derecho,64,64,64,65,63,66,58,59,69,55,66,19,1971-07-30,26,Argentina,Argentina,Avellaneda (BA),,,,,,4,blanco,moreno,EQ003003.PKF,1710820,original
san-miguel-1620-25174,25174,san-miguel-1620,San Miguel,Busto,Esteban Horacio BUSTO,0,False,Defensa,DF,Lateral izquierdo,66,66,66,66,64,68,55,64,63,56,68,19,1973-08-07,24,Argentina,Argentina,Chacabuco (BA),176,65,,,,3,blanco,moreno,EQ003003.PKF,1710957,original
san-miguel-1620-25175,25175,san-miguel-1620,San Miguel,Zaragoza,Carlos Marcelino ZARAGOZA,0,False,Defensa,DF,Central izquierdo,67,67,65,71,64,69,55,57,66,55,70,19,1973-01-06,25,Argentina,Argentina,Capital Federal,174,66,,,,6,blanco,moreno,EQ003003.PKF,1711138,original
san-miguel-1620-25176,25176,san-miguel-1620,San Miguel,Taberna,Miguel Angel TABERNA,0,False,Defensa,DF,Libre,63,63,62,60,60,71,52,55,62,55,76,19,1972-03-07,26,Argentina,Argentina,Salta,176,65,,,,2,blanco,moreno,EQ003003.PKF,1711332,original
san-miguel-1620-25177,25177,san-miguel-1620,San Miguel,Berardi,Walter Javier BERARDI,0,False,Defensa,DF,Lateral izquierdo,61,61,63,62,60,60,59,63,61,58,66,19,1971-01-02,27,Argentina,Argentina,Capital Federal,176,65,,,,13,blanco,moreno,EQ003003.PKF,1711509,original
san-miguel-1620-26519,26519,san-miguel-1620,San Miguel,Testa,Fabián Valentín TESTA,1,False,Medio,MF,Media punta por el centro,68,68,70,68,66,70,68,70,73,66,52,19,1975-04-23,23,Argentina,Argentina,La Plata (BA),,,,,,10,blanco,moreno,EQ003003.PKF,1711695,original
san-miguel-1620-26520,26520,san-miguel-1620,San Miguel,Pitasi,Gustavo José PITASI,1,False,Medio,MF,Media punta derecha,57,57,59,57,53,61,60,62,60,57,53,19,1968-04-13,30,Argentina,Argentina,Cpital Federal,,,,,,21,blanco,moreno,EQ003003.PKF,1711824,original
san-miguel-1620-26521,26521,san-miguel-1620,San Miguel,Molina,Hernán Matías MOLINA,1,False,Medio,MF,Interior derecho,60,60,65,56,59,62,54,66,63,59,56,19,1978-03-05,20,Argentina,Argentina,Córdoba,,,,,,22,blanco,moreno,EQ003003.PKF,1711956,original
san-miguel-1620-26522,26522,san-miguel-1620,San Miguel,Magallanes,Víctor S. MAGALLANES,1,False,Medio,MF,Medio centro organizador,63,63,64,63,62,64,53,63,64,63,52,19,1975-04-15,23,Argentina,Argentina,Toscanas (CO),,,,,,19,blanco,moreno,EQ003003.PKF,1712077,original
san-miguel-1620-26523,26523,san-miguel-1620,San Miguel,Grismado,Ariel Ángel GRISMADO,1,False,Medio,MF,Medio centro organizador,59,59,58,56,63,61,54,59,66,63,59,19,1977-06-25,21,Argentina,Argentina,San Martín (BA),,,,,,23,blanco,moreno,EQ003003.PKF,1712204,original
san-miguel-1620-26524,26524,san-miguel-1620,San Miguel,Goverbille,Pablo A. GOVERBILLE,1,False,Medio,MF,Interior derecho,63,63,62,65,62,63,58,65,63,51,65,19,1971-03-05,27,Argentina,Argentina,Capital Federal,,,,,,18,blanco,moreno,EQ003003.PKF,1712339,original
san-miguel-1620-26525,26525,san-miguel-1620,San Miguel,Carceglia,José María CARCEGLIA,1,False,Medio,MF,Interior derecho,60,60,60,59,61,61,59,63,66,59,58,19,1977-02-06,21,Argentina,Argentina,Córdoba,,,,,,25,blanco,moreno,EQ003003.PKF,1712474,original
san-miguel-1620-26526,26526,san-miguel-1620,San Miguel,Bogado,Andrés S. BOGADO,1,False,Medio,MF,Interior derecho,65,65,68,66,64,64,66,69,66,62,65,19,1973-10-26,24,Argentina,Argentina,Paraná (ER),,,,,,8,blanco,moreno,EQ003003.PKF,1712595,original
san-miguel-1620-25181,25181,san-miguel-1620,San Miguel,Acciari,José Luis ACCIARI,0,False,Medio,MF,Medio centro defensivo,72,72,71,73,74,72,57,62,59,56,70,19,1978-11-29,19,Argentina,Argentina,San Miguel (BA),170,68,,,,5,blanco,moreno,EQ003003.PKF,1712716,original
san-miguel-1620-25182,25182,san-miguel-1620,San Miguel,Rodas,Manuel René RODAS,0,False,Medio,MF,Medio centro defensivo,59,59,60,59,58,59,65,66,65,65,66,8,1978-05-23,20,Argentina,Argentina,Buenos Aires,186,76,,,,14,blanco,moreno,EQ003003.PKF,1713679,original
san-miguel-1620-25186,25186,san-miguel-1620,San Miguel,Oreskovich,Gustavo Darío ORESKOVICH,0,False,Medio,MF,Medio centro defensivo,64,64,67,65,61,65,60,63,61,53,57,19,1975-08-25,22,Argentina,Argentina,Resistencia (Chaco),179,76,,,,7,blanco,moreno,EQ003003.PKF,1713858,original
san-miguel-1620-26527,26527,san-miguel-1620,San Miguel,Soria,Dante Daniel SORIA,1,False,Delantero,FW,Extremo derecho,59,59,59,57,56,65,63,66,68,66,57,19,1979-07-22,18,Argentina,Argentina,San Miguel (TU),,,,,,20,blanco,moreno,EQ003003.PKF,1714058,original
san-miguel-1620-26528,26528,san-miguel-1620,San Miguel,Rodini,José María RODINI,1,False,Delantero,FW,Delantero centro,65,65,64,69,63,65,69,66,63,69,52,19,1975-09-29,22,Argentina,Argentina,Córdoba,,,,,,16,blanco,moreno,EQ003003.PKF,1714186,original
san-miguel-1620-26529,26529,san-miguel-1620,San Miguel,Gómez,Christian Adrián GÓMEZ,1,False,Delantero,FW,Extremo derecho,62,62,64,62,61,63,63,66,69,62,54,19,1975-10-29,22,Argentina,Argentina,Basavilbaso (ER),,,,,,17,blanco,moreno,EQ003003.PKF,1714304,original
san-miguel-1620-26530,26530,san-miguel-1620,San Miguel,Giménez,Daniel Marcelo GIMÉNEZ,1,False,Delantero,FW,Delantero centro,69,69,71,68,68,72,72,67,67,73,51,19,1977-02-19,21,Argentina,Argentina,Capital Federal,,,,,,9,blanco,moreno,EQ003003.PKF,1714442,original
san-miguel-1620-26531,26531,san-miguel-1620,San Miguel,Enríquez,Carlos Marcelo ENRÍQUEZ,1,False,Delantero,FW,Extremo derecho,63,63,63,62,61,66,53,64,65,63,60,19,1966-01-27,32,Argentina,Argentina,San Justo (BA),,,,,,24,blanco,castano,EQ003003.PKF,1714579,original
san-miguel-1620-25192,25192,san-miguel-1620,San Miguel,R. Díaz,Ricardo Martín DIAZ,0,False,Delantero,FW,Delantero centro,63,63,67,63,55,68,59,64,64,59,56,19,1977-08-19,20,Argentina,Argentina,Moreno (BA),179,76,,,,11,blanco,moreno,EQ003003.PKF,1714714,original
defensa-y-just-1529-26501,26501,defensa-y-just-1529,Defensa y Just.,González,Fermín A. GONZÁLEZ,1,False,Portero,GK,Portero,57,57,58,58,55,58,16,19,23,17,21,64,1976-02-05,22,Argentina,Argentina,Capital Federal,,,,,,23,blanco,moreno,EQ003003.PKF,1715475,original
defensa-y-just-1529-26502,26502,defensa-y-just-1529,Defensa y Just.,Gagliardi,Guillermo GAGLIARDI,1,False,Portero,GK,Portero,60,60,61,59,60,61,7,4,46,33,40,64,1975-05-06,23,Argentina,Argentina,Quilmes (BA),,,,,,13,blanco,moreno,EQ003003.PKF,1715606,original
defensa-y-just-1529-25197,25197,defensa-y-just-1529,Defensa y Just.,San Martín,Aníbal Carlos Cruz SAN MARTIN,0,False,Portero,GK,Portero,64,64,66,62,64,65,9,11,57,16,44,67,1971-01-02,27,Argentina,Argentina,La Plata (BA),178,72,,,,1,blanco,moreno,EQ003003.PKF,1715737,original
defensa-y-just-1529-26503,26503,defensa-y-just-1529,Defensa y Just.,Lisi,Hernán LISI,1,False,Defensa,DF,Lateral izquierdo,66,66,64,66,64,70,64,65,69,55,73,19,1971-04-12,27,Argentina,Argentina,Fighiera,,,,,,3,blanco,moreno,EQ003003.PKF,1715933,original
defensa-y-just-1529-26504,26504,defensa-y-just-1529,Defensa y Just.,Koscius,Miguel Ángel KOSCIUS,1,False,Defensa,DF,Central derecho,62,62,63,62,63,63,59,60,61,60,66,19,1977-11-28,20,Argentina,Argentina,Ranelagh (BA),,,,,,19,blanco,moreno,EQ003003.PKF,1716044,original
defensa-y-just-1529-26505,26505,defensa-y-just-1529,Defensa y Just.,Guerra,Martín Ariel GUERRA,1,False,Defensa,DF,Central derecho,59,59,61,60,56,59,60,58,57,55,62,19,1977-10-28,20,Argentina,Argentina,Quilmes (BA),,,,,,22,blanco,castano,EQ003003.PKF,1716171,original
defensa-y-just-1529-25199,25199,defensa-y-just-1529,Defensa y Just.,Vallejos,Angel Omar VALLEJOS,0,False,Defensa,DF,Lateral derecho,67,67,68,67,66,69,63,64,61,57,65,19,1974-02-04,24,Argentina,Argentina,Quilmes (BA),176,65,,,,4,blanco,moreno,EQ003003.PKF,1716297,original
defensa-y-just-1529-25201,25201,defensa-y-just-1529,Defensa y Just.,N.Benítez,Néstor Omar BENITEZ,0,False,Defensa,DF,Central izquierdo,64,64,62,62,65,68,53,63,64,62,69,19,1975-01-20,23,Argentina,Argentina,Avellaneda (BA),174,66,,,,6,blanco,moreno,EQ003003.PKF,1716475,original
defensa-y-just-1529-25202,25202,defensa-y-just-1529,Defensa y Just.,De La Fuente,Mariano José DE LA FUENTE,0,False,Defensa,DF,Lateral derecho,66,66,68,66,66,66,57,62,60,54,66,19,1971-03-19,27,Argentina,Argentina,Capital Federal,176,65,,,,2,blanco,moreno,EQ003003.PKF,1716661,original
defensa-y-just-1529-26506,26506,defensa-y-just-1529,Defensa y Just.,Silva,Ricardo SILVA,1,False,Medio,MF,Extremo izquierdo,68,68,69,69,67,69,68,69,69,68,56,19,1977-03-23,21,Argentina,Argentina,Avellaneda (BA),,,,,,11,blanco,moreno,EQ003003.PKF,1716867,original
defensa-y-just-1529-26507,26507,defensa-y-just-1529,Defensa y Just.,Moura,José Camargo MOURA,1,False,Medio,MF,Media punta por el centro,64,64,65,63,62,67,57,70,62,65,57,19,1970-04-04,28,Brasil,Brasil,Uruguayana,,,,,,15,mulato,moreno,EQ003003.PKF,1716989,original
defensa-y-just-1529-26508,26508,defensa-y-just-1529,Defensa y Just.,Díaz,Rodrigo Sebastián DÍAZ,1,False,Medio,MF,Interior derecho,61,61,62,61,61,61,55,63,59,57,61,19,1977-05-21,21,Argentina,Argentina,Capital Federal,,,,,,18,blanco,moreno,EQ003003.PKF,1717116,original
defensa-y-just-1529-26509,26509,defensa-y-just-1529,Defensa y Just.,Cabrera,Sergio CABRERA,1,False,Medio,MF,Centrocampista derecha,62,62,63,62,61,63,63,65,63,62,63,19,1977-02-08,21,Argentina,Argentina,Ciudadela (BA),,,,,,12,blanco,moreno,EQ003003.PKF,1717247,original
defensa-y-just-1529-26510,26510,defensa-y-just-1529,Defensa y Just.,Arébalo,Alejandro J. ARÉBALO,1,False,Defensa,DF,Central derecho,61,61,66,62,56,62,54,62,64,60,58,19,1979-03-13,19,Argentina,Argentina,La Plata (BA),,,,,,5,blanco,moreno,EQ003003.PKF,1717372,original
defensa-y-just-1529-25206,25206,defensa-y-just-1529,Defensa y Just.,Correa,Roberto Carlos CORREA,0,False,Medio,MF,Centrocampista derecha,68,68,69,68,67,71,61,66,63,61,49,19,1975-03-21,23,Argentina,Argentina,Capital Federal,176,65,,,,8,blanco,moreno,EQ003003.PKF,1717502,original
defensa-y-just-1529-25207,25207,defensa-y-just-1529,Defensa y Just.,Galleguillo,Jorge Alberto GALLEGUILLO,0,False,Medio,MF,Media punta por el centro,67,67,68,66,68,68,69,71,72,69,51,19,1976-09-11,21,Argentina,Argentina,Florencio Varela (BA),175,77,,,,10,blanco,moreno,EQ003003.PKF,1717688,original
defensa-y-just-1529-25209,25209,defensa-y-just-1529,Defensa y Just.,Agotegaray,Néstor Ariel AGOTEGARAY,0,False,Medio,MF,Medio centro defensivo,62,62,64,60,61,66,62,64,62,64,51,19,1977-01-02,21,Argentina,Argentina,Florencio Varela (BA),178,73,,,,21,blanco,moreno,EQ003003.PKF,1717877,original
defensa-y-just-1529-25212,25212,defensa-y-just-1529,Defensa y Just.,Sandoval,Martín Alejandro SANDOVAL,0,False,Defensa,DF,Lateral izquierdo,64,64,64,64,63,66,63,65,62,62,62,19,1975-09-03,22,Argentina,Argentina,Corrientes,176,65,,,,7,blanco,moreno,EQ003003.PKF,1718074,original
defensa-y-just-1529-26511,26511,defensa-y-just-1529,Defensa y Just.,Rojas,Pablo Martín ROJAS,1,False,Delantero,FW,Delantero centro,67,67,69,65,63,71,73,70,64,70,42,13,1971-08-17,26,Argentina,Argentina,Avellaneda (BA),,,,,,9,blanco,moreno,EQ003003.PKF,1718260,original
defensa-y-just-1529-26512,26512,defensa-y-just-1529,Defensa y Just.,Pavone,Gonzalo N. PAVONE,1,False,Delantero,FW,Delantero centro,63,63,63,63,62,66,67,68,69,68,59,19,1977-06-14,21,Argentina,Argentina,Chacabuco (BA),,,,,,20,blanco,moreno,EQ003003.PKF,1718390,original
defensa-y-just-1529-26513,26513,defensa-y-just-1529,Defensa y Just.,Junis,Marcos JUNIS,1,False,Delantero,FW,Extremo derecho,59,59,62,60,58,59,64,66,65,64,57,19,1977-05-04,21,Argentina,Argentina,Mar del Plata (BA),,,,,,14,blanco,moreno,EQ003003.PKF,1718521,original
defensa-y-just-1529-26514,26514,defensa-y-just-1529,Defensa y Just.,Galvan,Miguel GALVAN,1,False,Delantero,FW,Delantero centro,62,62,63,62,60,63,61,63,62,63,55,19,1973-02-07,25,Argentina,Argentina,Santiago del Estero,,,,,,16,blanco,moreno,EQ003003.PKF,1718643,original
defensa-y-just-1529-26515,26515,defensa-y-just-1529,Defensa y Just.,Cuneo,Alejandro Fabián CUNEO,1,False,Delantero,FW,Extremo derecho,60,60,60,60,59,62,65,66,65,66,60,19,1976-03-31,22,Argentina,Argentina,Capital Federal,,,,,,17,blanco,moreno,EQ003003.PKF,1718768,original
aldosivi-m-p-1853-25866,25866,aldosivi-m-p-1853,Aldosivi (M.P),Varisco,Héctor Iván VARISCO,1,False,Portero,GK,Portero,60,60,61,65,59,57,12,4,15,11,42,55,1969-09-02,28,Argentina,Argentina,Paraná (Entre Rios),,,,,,22,blanco,castano,EQ003003.PKF,1719473,original
aldosivi-m-p-1853-25219,25219,aldosivi-m-p-1853,Aldosivi (M.P),G. Benítez,Guillermo Osvaldo BENITEZ,0,False,Portero,GK,Portero,64,64,65,64,63,65,13,11,16,10,45,56,1976-10-15,21,Argentina,Argentina,Gral. Alvear (BA),178,72,,,,12,blanco,moreno,EQ003003.PKF,1719605,original
aldosivi-m-p-1853-25220,25220,aldosivi-m-p-1853,Aldosivi (M.P),Merlo,Néstor José MERLO,0,False,Portero,GK,Portero,54,54,55,55,52,57,7,11,21,13,46,58,1960-07-31,37,Argentina,Argentina,Capital Federal,178,72,,,,1,blanco,moreno,EQ003003.PKF,1719802,original
aldosivi-m-p-1853-25867,25867,aldosivi-m-p-1853,Aldosivi (M.P),Celebroni,Ariel Pedro CELEBRONI,1,False,Defensa,DF,Central derecho,63,63,65,64,60,63,55,48,59,55,57,19,1974-04-01,24,Argentina,Argentina,Rosario (Santa Fe),,,,,,15,blanco,moreno,EQ003003.PKF,1719985,original
aldosivi-m-p-1853-25868,25868,aldosivi-m-p-1853,Aldosivi (M.P),Radaelli,Fabio Javier RADAELLI,1,False,Defensa,DF,Central izquierdo,60,60,57,62,59,62,50,51,59,57,55,19,1969-04-13,29,Argentina,Argentina,Benito Juárez (Córdoba),,,,,,4,blanco,castano,EQ003003.PKF,1720134,original
aldosivi-m-p-1853-17586,17586,aldosivi-m-p-1853,Aldosivi (M.P),Fernández,Leonardo Carlos FERNANDEZ,0,False,Defensa,DF,Lateral izquierdo,55,55,57,55,54,54,52,54,55,52,49,15,1972-03-16,26,Argentina,Argentina,Rosario (SF),186,76,,,,2,blanco,moreno,EQ003003.PKF,1720284,original
aldosivi-m-p-1853-25222,25222,aldosivi-m-p-1853,Aldosivi (M.P),Lizza,Miguel Angel LIZZA,0,False,Defensa,DF,Libre,54,54,54,55,55,53,48,53,60,57,56,19,1972-10-16,25,Argentina,Argentina,Rosario (SF),186,76,,,,6,blanco,moreno,EQ003003.PKF,1720472,original
aldosivi-m-p-1853-25223,25223,aldosivi-m-p-1853,Aldosivi (M.P),Garat,Roberto Gustavo GARAT,0,False,Defensa,DF,Central izquierdo,73,73,72,76,74,71,58,56,70,64,57,19,1970-04-10,28,Argentina,Argentina,Bahía Blanca (BA),183,75,,,,5,blanco,moreno,EQ003003.PKF,1720661,original
aldosivi-m-p-1853-25226,25226,aldosivi-m-p-1853,Aldosivi (M.P),J. Villarreal,José Alejandro VILLARREAL,0,False,Defensa,DF,Lateral izquierdo,54,54,58,56,53,52,53,57,56,52,57,19,1964-06-19,34,Argentina,Argentina,San Fernando (BA),176,65,,,,3,blanco,moreno,EQ003003.PKF,1721507,original
aldosivi-m-p-1853-25869,25869,aldosivi-m-p-1853,Aldosivi (M.P),Reyna,Walter Román REYNA,1,False,Medio,MF,Medio centro organizador,65,65,64,67,63,68,59,57,69,66,62,19,1967-10-13,30,Argentina,Argentina,Rosario (Santa Fe),,,,,,24,blanco,moreno,EQ003003.PKF,1721713,original
aldosivi-m-p-1853-25870,25870,aldosivi-m-p-1853,Aldosivi (M.P),Jiménez,Joe L. Vargas JIMÉNEZ,1,False,Medio,MF,Media punta derecha,60,60,64,59,55,63,54,56,59,61,57,19,1974-08-31,23,Ecuador,Ecuador,Guayaquil,,,,,,23,blanco,moreno,EQ003003.PKF,1721849,original
aldosivi-m-p-1853-25871,25871,aldosivi-m-p-1853,Aldosivi (M.P),Ojeda,Martín Pablo OJEDA,1,False,Medio,MF,Medio centro organizador,63,63,62,66,63,61,55,59,63,51,57,19,1972-12-23,25,Argentina,Argentina,Rosario (Santa Fe),,,,,,21,blanco,castano,EQ003003.PKF,1721986,original
aldosivi-m-p-1853-25872,25872,aldosivi-m-p-1853,Aldosivi (M.P),Malvestiti,Andrés MALVESTITI,1,False,Medio,MF,Media punta por el centro,66,66,65,70,63,66,56,57,63,67,57,19,1974-01-19,24,Argentina,Argentina,Rosario (Santa Fe),,,,,,18,blanco,moreno,EQ003003.PKF,1722129,original
aldosivi-m-p-1853-25873,25873,aldosivi-m-p-1853,Aldosivi (M.P),Ruíz,Martín Julián RUÍZ,1,False,Medio,MF,Media punta por el centro,60,60,67,61,55,57,52,59,59,64,57,19,1976-05-28,22,Argentina,Argentina,Mar de la Plata (Buenos Aires),,,,,,17,blanco,castano,EQ003003.PKF,1722261,original
aldosivi-m-p-1853-25874,25874,aldosivi-m-p-1853,Aldosivi (M.P),Cabrera,Daniel Fernando CABRERA,1,False,Medio,MF,Media punta izquierda,62,62,67,62,59,63,54,55,57,65,55,19,1976-04-27,22,Argentina,Argentina,Capital Federal,,,,,,16,blanco,moreno,EQ003003.PKF,1722418,original
aldosivi-m-p-1853-25875,25875,aldosivi-m-p-1853,Aldosivi (M.P),Sánchez,Héctor Hernán SÁNCHEZ,1,False,Medio,MF,Media punta por el centro,58,58,61,58,54,60,67,61,54,66,63,19,1969-02-05,29,Argentina,Argentina,Capital Federal,,,,,,8,blanco,moreno,EQ003003.PKF,1722550,original
aldosivi-m-p-1853-25876,25876,aldosivi-m-p-1853,Aldosivi (M.P),Balmaceda,Juan R. David BALMACEDA,1,False,Medio,MF,Interior derecho,63,63,64,60,57,73,53,57,67,63,59,19,1974-09-02,23,Argentina,Argentina,Rosario (Santa Fe),,,,,,13,blanco,castano,EQ003003.PKF,1722691,original
aldosivi-m-p-1853-25235,25235,aldosivi-m-p-1853,Aldosivi (M.P),Mónaco,Salvador Felipe MONACO,0,False,Medio,MF,Medio centro defensivo,62,62,65,62,61,62,52,50,60,58,57,19,1968-10-12,29,Argentina,Argentina,San Miguel de Tucumán,188,81,,,,14,blanco,moreno,EQ003003.PKF,1722836,original
aldosivi-m-p-1853-25236,25236,aldosivi-m-p-1853,Aldosivi (M.P),Corti,Pablo Rodolfo CORTI,0,False,Medio,MF,Interior izquierdo,56,56,57,55,56,57,56,53,59,57,63,19,1973-10-03,24,Argentina,Argentina,Buenos Aires,176,65,,,,11,blanco,moreno,EQ003003.PKF,1723032,original
aldosivi-m-p-1853-25237,25237,aldosivi-m-p-1853,Aldosivi (M.P),Ortega,César Gabriel ORTEGA,0,False,Medio,MF,Centrocampista izquierda,55,55,55,56,53,57,59,48,70,51,40,14,1970-08-10,27,Argentina,Argentina,Olavarría (BA),175,77,,,,10,blanco,moreno,EQ003003.PKF,1723208,original
aldosivi-m-p-1853-25877,25877,aldosivi-m-p-1853,Aldosivi (M.P),Santoni,Marcelo A. SANTONI,1,False,Delantero,FW,Delantero centro,57,57,61,53,57,59,63,57,48,50,45,19,1972-01-31,26,Argentina,Argentina,Maipú (Mendoza),,,,,,25,blanco,castano,EQ003003.PKF,1723397,original
aldosivi-m-p-1853-25878,25878,aldosivi-m-p-1853,Aldosivi (M.P),Bernaola,Eloy Walter D. BERNAOLA,1,False,Delantero,FW,Delantero centro,60,60,67,59,55,60,51,65,54,59,52,19,1980-01-08,18,Argentina,Argentina,Mar de la Plata (Buenos Aires),,,,,,20,blanco,castano,EQ003003.PKF,1723529,original
aldosivi-m-p-1853-25879,25879,aldosivi-m-p-1853,Aldosivi (M.P),Amaya,Marcelo Hugo AMAYA,1,False,Delantero,FW,Delantero centro,60,60,63,61,57,60,62,63,52,56,53,19,1974-10-30,23,Argentina,Argentina,Villa María (Córdoba),,,,,,19,blanco,castano,EQ003003.PKF,1723680,original
aldosivi-m-p-1853-25880,25880,aldosivi-m-p-1853,Aldosivi (M.P),Parra,Pablo Ariel PARRA,1,False,Delantero,FW,Delantero centro,58,58,65,59,54,57,67,59,61,67,57,19,1973-04-05,25,Argentina,Argentina,Cipolletti (Rio Negro),,,,,,9,blanco,moreno,EQ003003.PKF,1723815,original
aldosivi-m-p-1853-25881,25881,aldosivi-m-p-1853,Aldosivi (M.P),Hormaechea,Adrián E. HORMAECHEA,1,False,Delantero,FW,Extremo derecho,58,58,61,64,49,59,63,61,49,59,53,8,1976-01-03,22,Argentina,Argentina,Cdte. Otamendi (Buenos Aires),,,,,,7,blanco,moreno,EQ003003.PKF,1723947,original
almagro-1590-26550,26550,almagro-1590,Almagro,Perduk,Walter Daniel PERDUK,1,False,Portero,GK,Portero,69,69,70,68,67,71,36,37,40,33,32,74,1974-07-26,23,Argentina,Argentina,Roque S. Peña,,,,,,1,blanco,moreno,EQ003003.PKF,1724639,original
almagro-1590-25248,25248,almagro-1590,Almagro,Grosso,Damián GROSSO,0,False,Portero,GK,Portero,49,49,51,49,50,49,19,27,27,38,27,62,1975-02-03,23,Argentina,Argentina,Buenos Aires,178,72,,,,13,blanco,moreno,EQ003003.PKF,1724768,original
